measured_on,ac_current_other_inv_14537,ac_current_other_inv_14537_2,ac_current_other_inv_14537_3,ac_energy_inv_14537,ac_other_meter_1863,ac_other_meter_1863_2,ac_other_meter_1863_3,ac_power_inv_14537,ac_power_meter_1863,ac_power_meter_1863_2,ac_power_meter_1863_3,ac_power_meter_1863_4,ac_power_meter_1863_5,ac_power_other_meter_1863,ac_power_other_meter_1863_2,ac_power_other_meter_1863_3,ac_power_other_meter_1863_4,ac_voltage_other_inv_14537,ac_voltage_other_inv_14537_2,ac_voltage_other_inv_14537_3,ac_voltage_other_meter_1863,ac_voltage_other_meter_1863_2,ac_voltage_other_meter_1863_3,ac_voltage_other_meter_1863_4,ac_voltage_other_meter_1863_5,ac_voltage_other_meter_1863_6,battery_a_avg__82575,battery_v_min__82574,chgsource_min__82578,chgstate_min__82577,ckbatt_max__82579,cr1000temp_c_avg__82491,dc_power_inv_14537,dc_voltage_other_inv_14537,dc_voltage_other_inv_14537_2,dooropen_min__82492,irradiance_ghi_o_2196,irradiance_poa_o_2195,irradiance_poa_o_2197,irradiance_poa_o_2198,irradiance_poa_o_2199,load_a_avg__82576,qloss_ah_max__82580,rtd_c_avg_10__82590,rtd_c_avg_1__82581,rtd_c_avg_2__82582,rtd_c_avg_3__82583,rtd_c_avg_4__82584,rtd_c_avg_5__82585,rtd_c_avg_6__82586,rtd_c_avg_7__82587,rtd_c_avg_8__82588,rtd_c_avg_9__82589,sewspoairrad_wm2_avg__82524,shuntcurrent_a_avg_1__82546,shuntcurrent_a_avg_2__82547,shuntcurrent_a_avg_3__82548,shuntcurrent_a_avg_4__82549,shuntcurrent_a_avg_5__82550,shuntcurrent_a_avg_6__82551,shuntcurrent_a_avg_7__82552,shuntetot_kwh_max_1__82560,shuntetot_kwh_max_2__82561,shuntetot_kwh_max_3__82562,shuntetot_kwh_max_4__82563,shuntetot_kwh_max_5__82564,shuntetot_kwh_max_6__82565,shuntetot_kwh_max_7__82566,shuntpdc_kw_avg_1__82553,shuntpdc_kw_avg_2__82554,shuntpdc_kw_avg_3__82555,shuntpdc_kw_avg_4__82556,shuntpdc_kw_avg_5__82557,shuntpdc_kw_avg_6__82558,shuntpdc_kw_avg_7__82559,system_other_inv_14537,system_other_inv_14537_10,system_other_inv_14537_11,system_other_inv_14537_2,system_other_inv_14537_3,system_other_inv_14537_4,system_other_inv_14537_5,system_other_inv_14537_6,system_other_inv_14537_7,system_other_inv_14537_8,system_other_inv_14537_9,system_other_meter_1863,system_other_meter_1863_2,system_other_meter_1863_3,temperature_ambient_o_2200,temperature_ambient_o_2201,temperature_inverter_inv_14537,temperature_module_o_2201,wind_direction_o_2201,wind_other_o_2201,wind_other_o_2201_2,wind_other_o_2201_3,wind_other_o_2201_4,wind_speed_o_2201,wind_speed_o_2201_2,system_id
2017-02-06 00:00:00,0.0,0.0,0.0,1380967.0,62.9,59.8,60.0,0.0,52830.0,647.0,120897.0,1333615.0,0.0,1.0,0.0,0.0,0.0,276.7,275.8,277.7,0.772,274.0,0.531,274.0,0.842,276.0,0.002,13.88,2.0,3.0,0.0,6.678,0.0,21.06,8.84,0.0,-0.027,-0.024,-0.02,-0.2349999999999999,-0.1749999999999999,0.222,0.0,9.91,3.614,2.91,3.583,4.337,4.5760000000000005,3.864,4.2330000000000005,3.615,4.049,0.02,0.0,0.0,0.002,0.003,0.009,0.006,0.006,42188.0,59836.0,59115.0,60429.0,51289.0,51015.0,40897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.019,0.0,60.22,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.707,7.194,0.0,3.398,258.8,9.22,2.0,3.477,-1.0,1.263,2.2,4901
2017-02-06 00:01:00,0.0,0.0,0.0,1380967.0,62.9,59.8,60.0,0.0,52830.0,647.0,120897.0,1333615.0,0.0,1.0,0.0,0.0,0.0,277.1,275.8,277.7,0.772,274.0,0.531,274.0,0.842,276.0,0.002,13.88,2.0,3.0,0.0,6.678,0.0,21.05,8.269999999999998,0.0,-0.027,-0.023,-0.02,-0.233,-0.2,0.222,0.0,9.98,3.646,2.974,3.583,4.352,4.622,3.911,4.252,3.647,4.063,0.0139999999999999,0.001,0.001,0.002,0.003,0.01,0.006,0.006,42188.0,59836.0,59115.0,60429.0,51289.0,51015.0,40897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.401,0.0,60.21,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.697,7.126,0.0,3.42,257.6,7.672,2.0,3.477,-1.0,1.638,2.4,4901
2017-02-06 00:02:00,0.0,0.0,0.0,1380967.0,62.9,59.8,60.0,0.0,52830.0,647.0,120897.0,1333615.0,0.0,1.0,0.0,0.0,0.0,276.9,275.9,277.8,0.772,274.0,0.531,274.0,0.842,276.0,0.002,13.88,2.0,3.0,0.0,6.678,0.0,21.06,7.797999999999998,0.0,-0.027,-0.022,-0.02,-0.2399999999999999,-0.2039999999999999,0.222,0.0,9.96,3.646,2.974,3.551,4.32,4.5760000000000005,3.847,4.204,3.63,4.067,0.022,0.0,0.0,0.002,0.003,0.01,0.006,0.005,42188.0,59836.0,59115.0,60429.0,51289.0,51015.0,40897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.872000000000001,0.0,60.21,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.687,7.179,0.0,3.438,255.3,12.51,2.0,3.477,-1.0,1.117,2.0,4901
2017-02-06 00:03:00,0.0,0.0,0.0,1380967.0,62.9,59.8,60.0,0.0,52830.0,647.0,120897.0,1333615.0,0.0,1.0,0.0,0.0,0.0,276.9,275.9,277.8,0.772,274.0,0.531,274.0,0.842,276.0,0.002,13.62,2.0,1.0,0.0,6.678,0.0,21.06,7.753999999999999,0.0,-0.027,-0.023,-0.02,-0.182,-0.195,0.2239999999999999,0.001,9.94,3.646,2.974,3.551,4.32,4.5760000000000005,3.847,4.187,3.5660000000000003,4.031000000000001,0.019,0.001,0.001,0.002,0.002,0.009,0.006,0.0069999999999999,42188.0,59836.0,59115.0,60429.0,51289.0,51015.0,40897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.811,0.0,60.21,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.687999999999999,7.17,0.0,3.428,253.2,12.87,2.0,3.477,-1.0,1.362,2.2,4901
2017-02-06 00:04:00,0.0,0.0,0.0,1380967.0,62.9,59.8,60.0,0.0,52830.0,647.0,120897.0,1333615.0,0.0,1.0,0.0,0.0,0.0,277.1,275.9,277.7,0.772,274.0,0.531,274.0,0.842,276.0,0.002,13.88,2.0,3.0,0.0,6.678,0.0,20.85,7.739,0.0,-0.027,-0.023,-0.02,-0.238,-0.191,0.5899999999999999,0.0,9.94,3.678,2.974,3.647,4.401,4.6080000000000005,3.928,4.27,3.647,4.017,0.024,0.0,0.001,0.001,0.003,0.01,0.0069999999999999,0.0069999999999999,42188.0,59836.0,59115.0,60429.0,51289.0,51015.0,40897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.849,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.581,7.385,0.0,3.482,271.9,19.62,3.0,3.477,-1.0,1.112,1.8,4901
2017-02-06 00:05:00,0.0,0.0,0.0,1380967.0,62.9,59.8,60.0,0.0,52830.0,647.0,120897.0,1333615.0,0.0,1.0,0.0,0.0,0.0,276.8,275.9,277.7,0.772,274.0,0.531,274.0,0.842,276.0,0.002,13.88,2.0,3.0,0.0,6.672999999999999,0.0,21.11,7.239,0.0,-0.027,-0.023,-0.02,-0.2369999999999999,-0.203,0.587,0.0,9.96,3.646,2.9560000000000004,3.548,4.255,4.494,3.843,4.172,3.615,3.999,0.02,0.0,0.001,0.002,0.003,0.01,0.0069999999999999,0.0069999999999999,42188.0,59836.0,59115.0,60429.0,51289.0,51015.0,40897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.282,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.447999999999999,7.28,0.0,3.469,265.5,15.91,2.833,3.477,-1.0,1.72,2.8,4901
2017-02-06 00:06:00,0.0,0.0,0.0,1380967.0,62.9,59.8,60.0,0.0,52830.0,647.0,120897.0,1333615.0,0.0,1.0,0.0,0.0,0.0,276.7,275.8,277.6,0.772,274.0,0.531,274.0,0.842,276.0,0.002,13.88,2.0,3.0,0.0,6.656000000000001,0.0,21.01,7.284,0.0,-0.027,-0.023,-0.02,-0.241,-0.203,0.222,0.0,9.85,3.663,2.924,3.455,4.223,4.398,3.75,4.115,3.537,4.031000000000001,0.023,0.0,0.001,0.001,0.004,0.01,0.006,0.006,42188.0,59836.0,59115.0,60429.0,51289.0,51015.0,40897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.339,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.535,7.237999999999999,0.0,3.437,263.6,10.36,2.0,3.477,-1.0,1.84,2.4,4901
2017-02-06 00:07:00,0.0,0.0,0.0,1380967.0,62.9,59.8,60.0,0.0,52830.0,647.0,120897.0,1333615.0,0.0,1.0,0.0,0.0,0.0,276.8,275.8,277.6,0.772,274.0,0.531,274.0,0.842,276.0,0.002,13.88,2.0,3.0,0.0,6.656000000000001,0.0,21.05,7.468,0.0,-0.027,-0.023,-0.02,-0.2419999999999999,-0.183,0.221,0.0,9.85,3.66,2.91,3.455,4.142,4.32,3.718,4.048,3.455,4.046,0.025,0.0,0.0,0.002,0.003,0.009,0.005,0.006,42188.0,59836.0,59115.0,60429.0,51289.0,51015.0,40897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.537000000000001,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.601,7.237,0.0,3.452,270.6,8.84,2.0,3.477,-1.0,1.625,2.6,4901
2017-02-06 00:08:00,0.0,0.0,0.0,1380967.0,62.9,59.8,60.0,0.0,52830.0,647.0,120897.0,1333615.0,0.0,1.0,0.0,0.0,0.0,276.9,275.9,277.7,0.772,274.0,0.531,274.0,0.842,276.0,0.001,13.57,2.0,1.0,0.0,6.656000000000001,0.0,21.08,7.476,0.0,-0.027,-0.023,-0.02,-0.2069999999999999,-0.2,0.221,0.0,9.86,3.646,2.892,3.455,4.127,4.252,3.654,3.984,3.455,4.031000000000001,0.018,0.0,0.001,0.001,0.003,0.01,0.006,0.006,42188.0,59836.0,59115.0,60429.0,51289.0,51015.0,40897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.485,0.0,60.13,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.472,7.152,0.0,3.439,273.3,6.284,2.0,3.477,-1.0,1.842,2.6,4901
2017-02-06 00:09:00,0.0,0.0,0.0,1380967.0,62.9,59.8,60.0,0.0,52830.0,647.0,120897.0,1333615.0,0.0,1.0,0.0,0.0,0.0,277.1,275.9,277.7,0.772,274.0,0.531,274.0,0.842,276.0,0.004,13.57,1.0,1.0,0.0,6.644,0.0,21.01,7.264999999999999,0.0,-0.027,-0.023,-0.02,-0.2439999999999999,-0.1989999999999999,0.319,0.0,9.87,3.532,2.7960000000000003,3.374,4.081,4.223,3.636,3.999,3.455,4.031000000000001,0.02,0.001,0.001,0.002,0.003,0.009,0.006,0.006,42188.0,59836.0,59115.0,60429.0,51289.0,51015.0,40897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.304,0.0,60.13,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.362,7.07,0.0,3.3110000000000004,269.3,5.906000000000001,2.167,3.477,-1.0,1.65,2.2,4901
