measured_on,ac_energy_inv_14538,ac_other_meter_1864,ac_other_meter_1864_2,ac_other_meter_1864_3,ac_power_meter_1864,ac_power_meter_1864_2,ac_power_meter_1864_3,ac_power_meter_1864_4,ac_power_meter_1864_5,ac_power_other_meter_1864,ac_power_other_meter_1864_2,ac_power_other_meter_1864_3,ac_power_other_meter_1864_4,ac_voltage_other_meter_1864,ac_voltage_other_meter_1864_2,ac_voltage_other_meter_1864_3,ac_voltage_other_meter_1864_4,ac_voltage_other_meter_1864_5,ac_voltage_other_meter_1864_6,battery_a_avg__82673,battery_v_min__82672,chgsource_min__82676,chgstate_min__82675,ckbatt_max__82677,cr1000temp_c_avg__82591,dooropen_min__82592,irradiance_ghi_o_2202,irradiance_poa_o_2203,irradiance_poa_o_2204,irradiance_poa_o_2206,load_a_avg__82674,qloss_ah_max__82678,rtd_c_avg_10__82688,rtd_c_avg_1__82679,rtd_c_avg_2__82680,rtd_c_avg_3__82681,rtd_c_avg_4__82682,rtd_c_avg_5__82683,rtd_c_avg_6__82684,rtd_c_avg_7__82685,rtd_c_avg_8__82686,shuntcurrent_a_avg_1__82644,shuntcurrent_a_avg_2__82645,shuntcurrent_a_avg_3__82646,shuntcurrent_a_avg_4__82647,shuntcurrent_a_avg_5__82648,shuntcurrent_a_avg_6__82649,shuntcurrent_a_avg_7__82650,shuntetot_kwh_max_1__82658,shuntetot_kwh_max_2__82659,shuntetot_kwh_max_3__82660,shuntetot_kwh_max_4__82661,shuntetot_kwh_max_5__82662,shuntetot_kwh_max_6__82663,shuntetot_kwh_max_7__82664,shuntpdc_kw_avg_1__82651,shuntpdc_kw_avg_2__82652,shuntpdc_kw_avg_3__82653,shuntpdc_kw_avg_4__82654,shuntpdc_kw_avg_5__82655,shuntpdc_kw_avg_6__82656,shuntpdc_kw_avg_7__82657,system_other_inv_14538,system_other_inv_14538_10,system_other_inv_14538_11,system_other_inv_14538_3,system_other_inv_14538_5,system_other_inv_14538_7,system_other_inv_14538_8,system_other_inv_14538_9,system_other_meter_1864,system_other_meter_1864_2,system_other_meter_1864_3,temperature_ambient_o_2205,temperature_ambient_o_2206,temperature_inverter_inv_14538,temperature_module_o_2206,wind_direction_o_2206,wind_other_o_2206,wind_other_o_2206_2,wind_other_o_2206_3,wind_other_o_2206_4,wind_speed_o_2206,wind_speed_o_2206_2,system_id
2015-11-09 00:00:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.5,0.748,273.0,0.921,274.9,0.008,13.97,2.0,3.0,0.0,1.861,0.0,-6.82,-9.33,-300.0,-0.0379999999999999,0.4199999999999999,0.0,4.589,-2.827,-2.557,-2.439,-2.829,-2.537,-2.903,-1.706,-2.44,-0.003,-0.002,-0.002,0.0,0.006,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,3.767,2.761,-7999.0,-3.258,104.3,19.61,3.0,3.531,-1.0,0.183,0.2,4902
2015-11-09 00:01:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.3,0.008,13.97,2.0,3.0,0.0,1.861,0.0,-6.81,-9.31,-300.0,-0.0379999999999999,0.4199999999999999,0.0,4.589,-2.827,-2.571,-2.439,-2.829,-2.537,-2.9360000000000004,-1.724,-2.44,-0.004,-0.003,-0.001,0.001,0.005,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,3.8,2.97,-7999.0,-3.2710000000000004,70.22,5.285,3.0,3.531,-1.0,0.2929999999999999,0.4,4902
2015-11-09 00:02:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.5,0.008,13.97,2.0,3.0,0.0,1.843,0.0,-6.822,-9.32,-300.0,-0.0379999999999999,0.4199999999999999,0.0,4.589,-2.827,-2.539,-2.439,-2.865,-2.537,-2.969,-1.756,-2.44,-0.003,-0.003,-0.001,-0.001,0.005,0.001,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.001,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,3.881,3.254,-7999.0,-3.277,71.82,2.701,3.0,3.532,-1.0,0.402,0.5,4902
2015-11-09 00:03:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.6,0.008,13.97,2.0,3.0,0.0,1.84,0.0,-6.815,-9.32,-300.0,-0.0379999999999999,0.4199999999999999,0.0,4.574,-2.827,-2.539,-2.439,-2.829,-2.537,-2.969,-1.756,-2.44,-0.004,-0.003,-0.002,0.0,0.005,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.001,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,3.931,3.382,-7999.0,-3.248,64.12,8.08,3.0,3.531,-1.0,0.4719999999999999,0.5999999999999999,4902
2015-11-09 00:04:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.8,0.008,13.97,2.0,3.0,0.0,1.821,0.0,-6.808,-9.340000000000002,-300.0,-0.0379999999999999,0.4199999999999999,0.0,4.589,-2.827,-2.539,-2.439,-2.829,-2.537,-2.969,-1.742,-2.44,-0.003,-0.002,-0.002,0.0,0.006,0.001,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,3.976,3.432,-7999.0,-3.244,76.7,4.542,3.0,3.532,-1.0,0.4769999999999999,0.5999999999999999,4902
2015-11-09 00:05:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.1,0.748,273.0,0.921,274.6,0.008,13.97,2.0,3.0,0.0,1.821,0.0,-6.796,-9.31,-300.0,-0.0379999999999999,0.421,0.0,4.589,-2.777,-2.539,-2.439,-2.829,-2.537,-2.969,-1.6909999999999998,-2.44,-0.004,-0.002,-0.001,-0.001,0.005,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,3.977,3.43,-7999.0,-3.227,75.65,5.323,3.0,3.532,-1.0,0.405,0.5,4902
2015-11-09 00:06:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.1,0.008,13.97,2.0,3.0,0.0,1.818,0.0,-6.841,-9.31,-300.0,-0.0379999999999999,0.421,0.0,4.558,-2.73,-2.539,-2.439,-2.829,-2.537,-2.969,-1.659,-2.44,-0.003,-0.002,-0.002,-0.001,0.006,0.001,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,3.966,3.414,-7999.0,-3.2060000000000004,91.8,8.56,3.0,3.531,-1.0,0.265,0.2999999999999999,4902
2015-11-09 00:07:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.1,0.008,13.97,2.0,3.0,0.0,1.7990000000000002,0.0,-6.803,-9.32,-300.0,-0.0379999999999999,0.421,0.0,4.492,-2.73,-2.553,-2.439,-2.877,-2.537,-2.954,-1.69,-2.44,-0.003,-0.003,-0.002,0.0,0.005,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,3.964,3.4130000000000003,-7999.0,-3.205,86.5,3.432,3.0,3.531,-1.0,0.4819999999999999,0.5999999999999999,4902
2015-11-09 00:08:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.0,0.008,13.97,2.0,3.0,0.0,1.798,0.0,-6.816,-9.33,-300.0,-0.0379999999999999,0.421,0.0,4.492,-2.73,-2.557,-2.439,-2.894,-2.537,-2.969,-1.724,-2.44,-0.003,-0.002,-0.001,0.0,0.006,0.001,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,3.94,3.244,-7999.0,-3.179,92.8,5.663,3.0,3.531,-1.0,0.467,0.5,4902
2015-11-09 00:09:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.1,0.748,273.0,0.921,274.3,0.008,13.97,2.0,3.0,0.0,1.7819999999999998,0.0,-6.83,-9.32,-300.0,-0.0379999999999999,0.421,0.0,4.492,-2.73,-2.557,-2.439,-2.894,-2.537,-2.908,-1.739,-2.44,-0.003,-0.002,-0.001,0.0,0.006,0.002,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,3.899,3.212,-7999.0,-3.179,82.7,2.93,3.0,3.531,-1.0,0.4699999999999999,0.5,4902
