measured_on,ac_current_other_inv_14537,ac_current_other_inv_14537_2,ac_current_other_inv_14537_3,ac_energy_inv_14537,ac_other_meter_1863,ac_other_meter_1863_2,ac_other_meter_1863_3,ac_power_inv_14537,ac_power_meter_1863,ac_power_meter_1863_2,ac_power_meter_1863_3,ac_power_meter_1863_4,ac_power_meter_1863_5,ac_power_other_meter_1863,ac_power_other_meter_1863_2,ac_power_other_meter_1863_3,ac_power_other_meter_1863_4,ac_voltage_other_inv_14537,ac_voltage_other_inv_14537_2,ac_voltage_other_inv_14537_3,ac_voltage_other_meter_1863,ac_voltage_other_meter_1863_2,ac_voltage_other_meter_1863_3,ac_voltage_other_meter_1863_4,ac_voltage_other_meter_1863_5,ac_voltage_other_meter_1863_6,battery_a_avg__82575,battery_v_min__82574,chgsource_min__82578,chgstate_min__82577,ckbatt_max__82579,cr1000temp_c_avg__82491,dc_power_inv_14537,dc_voltage_other_inv_14537,dc_voltage_other_inv_14537_2,dooropen_min__82492,irradiance_ghi_o_2196,irradiance_poa_o_2195,irradiance_poa_o_2197,irradiance_poa_o_2198,irradiance_poa_o_2199,load_a_avg__82576,qloss_ah_max__82580,rtd_c_avg_10__82590,rtd_c_avg_1__82581,rtd_c_avg_2__82582,rtd_c_avg_3__82583,rtd_c_avg_4__82584,rtd_c_avg_5__82585,rtd_c_avg_6__82586,rtd_c_avg_7__82587,rtd_c_avg_8__82588,rtd_c_avg_9__82589,sewspoairrad_wm2_avg__82524,shuntcurrent_a_avg_1__82546,shuntcurrent_a_avg_2__82547,shuntcurrent_a_avg_3__82548,shuntcurrent_a_avg_4__82549,shuntcurrent_a_avg_5__82550,shuntcurrent_a_avg_6__82551,shuntcurrent_a_avg_7__82552,shuntetot_kwh_max_1__82560,shuntetot_kwh_max_2__82561,shuntetot_kwh_max_3__82562,shuntetot_kwh_max_4__82563,shuntetot_kwh_max_5__82564,shuntetot_kwh_max_6__82565,shuntetot_kwh_max_7__82566,shuntpdc_kw_avg_1__82553,shuntpdc_kw_avg_2__82554,shuntpdc_kw_avg_3__82555,shuntpdc_kw_avg_4__82556,shuntpdc_kw_avg_5__82557,shuntpdc_kw_avg_6__82558,shuntpdc_kw_avg_7__82559,system_other_inv_14537,system_other_inv_14537_10,system_other_inv_14537_11,system_other_inv_14537_2,system_other_inv_14537_3,system_other_inv_14537_4,system_other_inv_14537_5,system_other_inv_14537_6,system_other_inv_14537_7,system_other_inv_14537_8,system_other_inv_14537_9,system_other_meter_1863,system_other_meter_1863_2,system_other_meter_1863_3,temperature_ambient_o_2200,temperature_ambient_o_2201,temperature_inverter_inv_14537,temperature_module_o_2201,wind_direction_o_2201,wind_other_o_2201,wind_other_o_2201_2,wind_other_o_2201_4,system_id
2015-10-16 00:00:00,0.0,0.0,0.0,1022608.0,62.9,59.9,60.0,0.0,37559.0,469.0,90068.0,981718.0,0.0,1.0,0.0,0.0,0.0,274.7,275.1,276.1,0.772,272.0,0.531,273.0,0.842,274.0,0.025,13.55,2.0,1.0,0.0,10.4,0.0,21.24,12.14,0.0,-0.01,-0.003,-0.0069999999999999,-0.402,-0.152,0.222,0.001,17.33,7.557,7.716,7.093,7.495,7.157,7.346,-108.0,7.705,7.369,0.008,0.003,0.003,0.004,0.005,0.012,0.0069999999999999,0.008,1246.0,1768.0,1756.0,1783.0,1513.0,1506.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.45,0.0,60.21,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,9.5,9.43,0.0,7.527,0.0,0.0,5.0,-1.0,4901
2015-10-16 00:01:00,0.0,0.0,0.0,1022608.0,62.9,59.9,60.0,0.0,37559.0,469.0,90068.0,981718.0,0.0,1.0,0.0,0.0,0.0,274.8,275.0,276.1,0.772,272.0,0.531,273.0,0.842,274.0,0.003,13.84,2.0,3.0,0.0,10.4,0.0,21.26,11.92,0.0,-0.01,-0.003,-0.004,-0.406,-0.152,0.221,0.0,17.31,7.647999999999999,7.826,7.207,7.605,7.267,7.458999999999999,-81.59999999999998,7.8439999999999985,7.465,0.003,0.004,0.004,0.004,0.005,0.012,0.008,0.008,1246.0,1768.0,1756.0,1783.0,1513.0,1506.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.04,0.0,60.2,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,9.66,9.45,0.0,7.6179999999999986,0.0,0.0,5.0,-1.0,4901
2015-10-16 00:02:00,0.0,0.0,0.0,1022608.0,62.9,59.9,60.0,0.0,37559.0,469.0,90068.0,981718.0,0.0,1.0,0.0,0.0,0.0,275.7,275.5,276.5,0.772,272.7,0.531,273.7,0.842,274.7,0.003,13.84,2.0,3.0,0.0,10.4,0.0,21.4,11.87,0.0,-0.0069999999999999,-0.003,-0.003,-0.4039999999999999,-0.152,0.221,0.0,17.31,7.748999999999999,7.922999999999998,7.303,7.7189999999999985,7.3679999999999986,7.588999999999999,-87.79999999999998,7.941,7.562999999999999,0.006,0.003,0.003,0.005,0.006,0.012,0.006,0.008,1246.0,1768.0,1756.0,1783.0,1513.0,1506.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.97,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,9.87,9.89,0.0,7.742000000000002,0.0,0.0,5.0,-1.0,4901
2015-10-16 00:03:00,0.0,0.0,0.0,1022608.0,62.9,59.9,60.0,0.0,37559.0,469.0,90068.0,981718.0,0.0,1.0,0.0,0.0,0.0,275.4,275.8,276.9,0.772,273.0,0.531,274.0,0.842,275.0,0.003,13.84,2.0,3.0,0.0,10.41,0.0,21.16,11.99,0.0,-0.004,-0.002,-0.003,-0.406,-0.152,0.221,0.0,17.38,7.889999999999999,8.04,7.445,7.828999999999998,7.477,7.679999999999999,-133.4,8.14,7.672,0.013,0.004,0.002,0.004,0.005,0.012,0.0069999999999999,0.008,1246.0,1768.0,1756.0,1783.0,1513.0,1506.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,9.95,10.0,0.0,7.857,0.0,0.0,5.0,-1.0,4901
2015-10-16 00:04:00,0.0,0.0,0.0,1022608.0,62.9,59.9,60.0,0.0,37559.0,469.0,90068.0,981718.0,0.0,1.0,0.0,0.0,0.0,275.5,275.9,277.0,0.772,273.0,0.531,274.0,0.842,275.0,0.003,13.84,2.0,3.0,0.0,10.42,0.0,21.25,12.03,0.0,-0.003,0.001,-0.003,-0.406,-0.152,0.221,0.0,17.33,7.972,8.15,7.527,7.925,7.576,7.822999999999999,-132.7,8.22,7.835,0.006,0.004,0.003,0.004,0.006,0.011,0.006,0.009,1246.0,1768.0,1756.0,1783.0,1513.0,1506.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.29,10.09,0.0,7.963999999999999,0.0,0.0,5.0,-1.0,4901
2015-10-16 00:05:00,0.0,0.0,0.0,1022608.0,62.9,59.9,60.0,0.0,37559.0,469.0,90068.0,981718.0,0.0,1.0,0.0,0.0,0.0,275.6,276.0,277.0,0.772,273.0,0.531,274.0,0.842,275.0,-0.0139999999999999,13.42,2.0,1.0,0.0,10.43,0.0,21.28,12.18,0.0,0.001,0.003,-0.002,-0.3679999999999999,-0.152,0.221,0.001,17.28,8.13,8.31,7.668999999999999,8.099999999999998,7.75,7.957,-107.6,8.39,7.992000000000002,0.011,0.003,0.003,0.004,0.004,0.011,0.0069999999999999,0.008,1246.0,1768.0,1756.0,1783.0,1513.0,1506.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.47,0.0,60.17,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.5,10.66,0.0,8.17,0.0,0.0,5.0,-1.0,4901
2015-10-16 00:06:00,0.0,0.0,0.0,1022608.0,62.9,59.9,60.0,0.0,37559.0,469.0,90068.0,981718.0,0.0,1.0,0.0,0.0,0.0,275.8,276.0,277.1,0.772,273.0,0.531,274.0,0.842,275.0,0.019,13.48,2.0,1.0,0.0,10.44,0.0,21.23,12.22,0.0,0.003,0.003,0.0,-0.4039999999999999,-0.152,0.222,0.001,17.28,8.31,8.5,7.815,8.21,7.911,8.15,-132.8,8.59,8.09,0.008,0.003,0.004,0.005,0.005,0.011,0.0069999999999999,0.009,1246.0,1768.0,1756.0,1783.0,1513.0,1506.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.47,0.0,60.21,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.78,11.21,0.0,8.38,0.0,0.0,5.0,-1.0,4901
2015-10-16 00:07:00,0.0,0.0,0.0,1022608.0,62.9,59.9,60.0,0.0,37559.0,469.0,90068.0,981718.0,0.0,1.0,0.0,0.0,0.0,275.6,276.1,277.1,0.772,273.0,0.531,274.0,0.842,275.0,0.003,13.84,2.0,3.0,0.0,10.45,0.0,21.25,12.0,0.0,0.006,0.005,0.001,-0.4039999999999999,-0.152,0.221,0.0,17.28,8.42,8.58,7.925,8.359999999999998,8.04,8.269999999999998,-132.7,8.72,8.199999999999998,0.003,0.003,0.002,0.004,0.006,0.011,0.0069999999999999,0.009,1246.0,1768.0,1756.0,1783.0,1513.0,1506.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.28,0.0,60.22,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.93,10.97,0.0,8.439999999999998,0.0,0.0,5.0,-1.0,4901
2015-10-16 00:08:00,0.0,0.0,0.0,1022608.0,62.9,59.9,60.0,0.0,37559.0,469.0,90068.0,981718.0,0.0,1.0,0.0,0.0,0.0,275.6,275.8,276.9,0.772,273.0,0.531,274.0,0.842,275.0,0.003,13.84,2.0,3.0,0.0,10.46,0.0,21.32,11.62,0.0,0.01,0.0069999999999999,0.003,-0.406,-0.152,0.221,0.0,17.28,8.519999999999998,8.72,8.04,8.439999999999998,8.12,8.32,-106.4,8.79,8.34,0.013,0.004,0.003,0.004,0.005,0.012,0.0069999999999999,0.008,1246.0,1768.0,1756.0,1783.0,1513.0,1506.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.79,0.0,60.2,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,11.1,11.4,0.0,8.58,0.0,0.0,5.0,-1.0,4901
2015-10-16 00:09:00,0.0,0.0,0.0,1022608.0,62.9,59.9,60.0,0.0,37559.0,469.0,90068.0,981718.0,0.0,1.0,0.0,0.0,0.0,275.6,275.8,276.9,0.772,273.0,0.531,274.0,0.842,275.0,0.003,13.84,2.0,3.0,0.0,10.48,0.0,21.18,11.12,0.0,0.01,0.0069999999999999,0.003,-0.406,-0.152,0.221,0.0,17.28,8.72,8.929999999999998,8.17,8.56,8.23,8.48,-133.0,8.92,8.41,0.01,0.003,0.003,0.004,0.005,0.011,0.008,0.008,1246.0,1768.0,1756.0,1783.0,1513.0,1506.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,0.0,60.15,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,11.24,11.98,0.0,8.8,0.0,0.0,5.0,-1.0,4901
