measured_on,ac_energy_inv_14538,ac_other_meter_1864,ac_other_meter_1864_2,ac_other_meter_1864_3,ac_power_meter_1864,ac_power_meter_1864_2,ac_power_meter_1864_3,ac_power_meter_1864_4,ac_power_meter_1864_5,ac_power_other_meter_1864,ac_power_other_meter_1864_2,ac_power_other_meter_1864_3,ac_power_other_meter_1864_4,ac_voltage_other_meter_1864,ac_voltage_other_meter_1864_2,ac_voltage_other_meter_1864_3,ac_voltage_other_meter_1864_4,ac_voltage_other_meter_1864_5,ac_voltage_other_meter_1864_6,battery_a_avg__82673,battery_v_min__82672,chgsource_min__82676,chgstate_min__82675,ckbatt_max__82677,cr1000temp_c_avg__82591,dooropen_min__82592,irradiance_ghi_o_2202,irradiance_poa_o_2203,irradiance_poa_o_2204,irradiance_poa_o_2206,load_a_avg__82674,qloss_ah_max__82678,rtd_c_avg_10__82688,rtd_c_avg_1__82679,rtd_c_avg_2__82680,rtd_c_avg_3__82681,rtd_c_avg_4__82682,rtd_c_avg_5__82683,rtd_c_avg_6__82684,rtd_c_avg_7__82685,rtd_c_avg_8__82686,rtd_c_avg_9__82687,shuntcurrent_a_avg_1__82644,shuntcurrent_a_avg_2__82645,shuntcurrent_a_avg_3__82646,shuntcurrent_a_avg_4__82647,shuntcurrent_a_avg_5__82648,shuntcurrent_a_avg_6__82649,shuntcurrent_a_avg_7__82650,shuntetot_kwh_max_1__82658,shuntetot_kwh_max_2__82659,shuntetot_kwh_max_3__82660,shuntetot_kwh_max_4__82661,shuntetot_kwh_max_5__82662,shuntetot_kwh_max_6__82663,shuntetot_kwh_max_7__82664,shuntpdc_kw_avg_1__82651,shuntpdc_kw_avg_2__82652,shuntpdc_kw_avg_3__82653,shuntpdc_kw_avg_4__82654,shuntpdc_kw_avg_5__82655,shuntpdc_kw_avg_6__82656,shuntpdc_kw_avg_7__82657,system_other_inv_14538,system_other_inv_14538_10,system_other_inv_14538_11,system_other_inv_14538_3,system_other_inv_14538_5,system_other_inv_14538_7,system_other_inv_14538_8,system_other_inv_14538_9,system_other_meter_1864,system_other_meter_1864_2,system_other_meter_1864_3,temperature_ambient_o_2205,temperature_ambient_o_2206,temperature_inverter_inv_14538,temperature_module_o_2206,wind_direction_o_2206,wind_other_o_2206,wind_other_o_2206_2,wind_other_o_2206_3,wind_other_o_2206_4,wind_speed_o_2206,wind_speed_o_2206_2,system_id
2015-08-28 00:00:00,-2147484000.0,74.7,59.9,60.0,33972.0,495.0,105987.0,1148026.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.0,0.921,274.1,0.0139999999999999,13.76,2.0,3.0,0.0,15.9,0.0,-0.017,-0.0139999999999999,0.4879999999999999,-0.0379999999999999,0.182,0.0,18.51,14.9,14.87,14.62,14.7,14.47,14.61,14.32,14.82,14.53,0.004,0.002,0.002,0.003,0.01,0.004,0.005,11230.0,11428.0,11325.0,11285.0,11386.0,11109.0,9818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,-2.6460000000000004,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.77,17.32,-7999.0,14.58,30.67,12.8,2.0,3.53,-1.0,0.625,0.9,4902
2015-08-28 00:01:00,-2147484000.0,74.7,59.9,60.0,33972.0,495.0,105987.0,1148026.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.0,0.921,274.1,0.0139999999999999,13.76,2.0,3.0,0.0,15.9,0.0,-0.0149999999999999,-0.0139999999999999,0.481,-0.037,0.183,0.0,18.51,15.0,14.94,14.67,14.68,14.52,14.62,14.39,14.86,14.56,0.003,0.002,0.003,0.003,0.009,0.004,0.005,11230.0,11428.0,11325.0,11285.0,11386.0,11109.0,9818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,-2.616,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.78,17.34,-7999.0,14.66,27.3,11.74,2.0,3.53,-1.0,0.633,0.9,4902
2015-08-28 00:02:00,-2147484000.0,74.7,59.9,60.0,33972.0,495.0,105987.0,1148026.0,0.0,1.0,0.0,0.0,0.0,0.979,273.9,0.748,273.0,0.921,274.0,0.0139999999999999,13.76,2.0,3.0,0.0,15.9,0.0,-0.0139999999999999,-0.0139999999999999,0.4939999999999999,-0.036,0.182,0.0,18.51,15.08,15.0,14.73,14.74,14.62,14.68,14.47,14.88,14.63,0.003,0.003,0.002,0.003,0.009,0.004,0.006,11230.0,11428.0,11325.0,11285.0,11386.0,11109.0,9818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,-2.573,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.81,17.42,-7999.0,14.78,26.89,10.25,2.0,3.531,-1.0,0.664,0.9,4902
2015-08-28 00:03:00,-2147484000.0,74.7,59.9,60.0,33972.0,495.0,105987.0,1148026.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.0,0.921,274.5,0.0139999999999999,13.76,2.0,3.0,0.0,15.92,0.0,-0.0139999999999999,-0.0139999999999999,0.4839999999999999,-0.0379999999999999,0.182,0.0,18.51,15.1,15.0,14.81,14.86,14.63,14.75,14.52,14.91,14.73,0.002,0.003,0.002,0.002,0.009,0.004,0.005,11230.0,11428.0,11325.0,11285.0,11386.0,11109.0,9818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,-2.652,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.79,17.37,-7999.0,14.78,25.88,19.34,2.0,3.53,-1.0,0.502,0.8,4902
2015-08-28 00:04:00,-2147484000.0,74.7,59.9,60.0,33972.0,495.0,105987.0,1148026.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.0,0.921,274.6,0.0139999999999999,13.76,2.0,3.0,0.0,15.92,0.0,-0.0139999999999999,-0.011,0.4899999999999999,-0.0379999999999999,0.182,0.0,18.51,15.18,15.07,14.9,14.85,14.72,14.85,14.63,15.06,14.79,0.003,0.003,0.002,0.002,0.009,0.003,0.005,11230.0,11428.0,11325.0,11285.0,11386.0,11109.0,9818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,-2.636,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.75,17.31,-7999.0,14.78,23.1,14.85,2.0,3.53,-1.0,0.657,0.9,4902
2015-08-28 00:05:00,-2147484000.0,74.7,59.9,60.0,33972.0,495.0,105987.0,1148026.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.0,0.921,275.0,0.0139999999999999,13.76,2.0,3.0,0.0,15.93,0.0,-0.009,-0.008,0.4829999999999999,-0.0379999999999999,0.182,0.0,18.51,15.19,15.15,14.98,14.99,14.78,14.95,14.71,15.13,14.91,0.003,0.003,0.002,0.002,0.009,0.005,0.004,11230.0,11428.0,11325.0,11285.0,11386.0,11109.0,9818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,-2.637,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.72,17.27,-7999.0,14.8,35.43,16.56,2.0,3.53,-1.0,0.5529999999999999,0.9,4902
2015-08-28 00:06:00,-2147484000.0,74.7,59.9,60.0,33972.0,495.0,105987.0,1148026.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.3,0.921,275.0,0.0139999999999999,13.76,2.0,3.0,0.0,15.95,0.0,-0.0069999999999999,-0.0069999999999999,0.4739999999999999,-0.037,0.182,0.0,18.51,15.29,15.2,15.08,15.07,14.81,15.02,14.85,15.23,14.97,0.003,0.003,0.002,0.003,0.009,0.004,0.005,11230.0,11428.0,11325.0,11285.0,11386.0,11109.0,9818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,-2.6180000000000003,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.76,17.35,-7999.0,14.89,19.78,23.42,2.0,3.53,-1.0,0.535,0.9,4902
2015-08-28 00:07:00,-2147484000.0,74.7,59.9,60.0,33972.0,495.0,105987.0,1148026.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.9,0.921,275.0,0.0139999999999999,13.76,2.0,3.0,0.0,15.95,0.0,-0.0069999999999999,-0.0069999999999999,0.482,-0.0379999999999999,0.182,0.0,18.51,15.39,15.31,15.17,15.14,14.91,15.14,14.86,15.3,15.07,0.002,0.002,0.002,0.002,0.01,0.003,0.005,11230.0,11428.0,11325.0,11285.0,11386.0,11109.0,9818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,-2.644,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.83,17.41,-7999.0,15.0,26.72,53.35,2.0,3.53,-1.0,0.308,0.6999999999999998,4902
2015-08-28 00:08:00,-2147484000.0,74.7,59.9,60.0,33972.0,495.0,105987.0,1148026.0,0.0,1.0,0.0,0.0,0.0,0.979,273.8,0.748,273.4,0.921,274.8,0.0139999999999999,13.76,2.0,3.0,0.0,15.96,0.0,-0.005,-0.0069999999999999,0.498,-0.0379999999999999,0.182,0.0,18.51,15.42,15.39,15.26,15.2,14.98,15.21,14.99,15.37,15.12,0.004,0.002,0.002,0.002,0.009,0.003,0.005,11230.0,11428.0,11325.0,11285.0,11386.0,11109.0,9818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,-2.6060000000000003,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.82,17.39,-7999.0,15.03,15.37,23.15,2.0,3.53,-1.0,0.523,0.8,4902
2015-08-28 00:09:00,-2147484000.0,74.7,59.9,60.0,33972.0,495.0,105987.0,1148026.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.0,0.0139999999999999,13.76,2.0,3.0,0.0,15.98,0.0,-0.001,-0.0069999999999999,0.5,-0.0379999999999999,0.182,0.0,18.56,15.49,15.48,15.32,15.23,15.03,15.31,15.05,15.47,15.25,0.003,0.002,0.002,0.002,0.01,0.004,0.004,11230.0,11428.0,11325.0,11285.0,11386.0,11109.0,9818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,-2.643,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,17.85,17.44,-7999.0,15.1,11.46,18.12,2.0,3.531,-1.0,0.647,0.9,4902
