measured_on,ac_current_other_inv_14537,ac_current_other_inv_14537_2,ac_current_other_inv_14537_3,ac_energy_inv_14537,ac_other_meter_1863,ac_other_meter_1863_2,ac_other_meter_1863_3,ac_power_inv_14537,ac_power_meter_1863,ac_power_meter_1863_2,ac_power_meter_1863_3,ac_power_meter_1863_4,ac_power_meter_1863_5,ac_power_other_meter_1863,ac_power_other_meter_1863_2,ac_power_other_meter_1863_3,ac_power_other_meter_1863_4,ac_voltage_other_inv_14537,ac_voltage_other_inv_14537_2,ac_voltage_other_inv_14537_3,ac_voltage_other_meter_1863,ac_voltage_other_meter_1863_2,ac_voltage_other_meter_1863_3,ac_voltage_other_meter_1863_4,ac_voltage_other_meter_1863_5,ac_voltage_other_meter_1863_6,battery_a_avg__82575,battery_v_min__82574,chgsource_min__82578,chgstate_min__82577,ckbatt_max__82579,cr1000temp_c_avg__82491,dc_power_inv_14537,dc_voltage_other_inv_14537,dc_voltage_other_inv_14537_2,dooropen_min__82492,irradiance_ghi_o_2196,irradiance_poa_o_2195,irradiance_poa_o_2197,irradiance_poa_o_2198,irradiance_poa_o_2199,load_a_avg__82576,qloss_ah_max__82580,rtd_c_avg_10__82590,rtd_c_avg_1__82581,rtd_c_avg_2__82582,rtd_c_avg_3__82583,rtd_c_avg_4__82584,rtd_c_avg_5__82585,rtd_c_avg_6__82586,rtd_c_avg_7__82587,rtd_c_avg_8__82588,rtd_c_avg_9__82589,sewspoairrad_wm2_avg__82524,shuntcurrent_a_avg_1__82546,shuntcurrent_a_avg_2__82547,shuntcurrent_a_avg_3__82548,shuntcurrent_a_avg_4__82549,shuntcurrent_a_avg_5__82550,shuntcurrent_a_avg_6__82551,shuntcurrent_a_avg_7__82552,shuntetot_kwh_max_1__82560,shuntetot_kwh_max_2__82561,shuntetot_kwh_max_3__82562,shuntetot_kwh_max_4__82563,shuntetot_kwh_max_5__82564,shuntetot_kwh_max_6__82565,shuntetot_kwh_max_7__82566,shuntpdc_kw_avg_1__82553,shuntpdc_kw_avg_2__82554,shuntpdc_kw_avg_3__82555,shuntpdc_kw_avg_4__82556,shuntpdc_kw_avg_5__82557,shuntpdc_kw_avg_6__82558,shuntpdc_kw_avg_7__82559,system_other_inv_14537,system_other_inv_14537_10,system_other_inv_14537_11,system_other_inv_14537_2,system_other_inv_14537_3,system_other_inv_14537_4,system_other_inv_14537_5,system_other_inv_14537_6,system_other_inv_14537_7,system_other_inv_14537_8,system_other_inv_14537_9,system_other_meter_1863,system_other_meter_1863_2,system_other_meter_1863_3,temperature_ambient_o_2200,temperature_ambient_o_2201,temperature_inverter_inv_14537,temperature_module_o_2201,wind_direction_o_2201,wind_other_o_2201,wind_other_o_2201_2,wind_other_o_2201_3,wind_other_o_2201_4,wind_speed_o_2201,wind_speed_o_2201_2,system_id
2014-10-08 00:00:00,0.0,0.0,0.0,718492.0,62.9,59.9,60.0,0.0,25407.0,315.0,62654.0,683007.0,0.0,0.0,0.0,0.0,0.0,275.7,275.7,276.7,0.0,273.5,0.0,274.0,0.0,275.0,-0.009,13.36,2.0,1.0,0.0,16.56,0.0,21.39,21.66,0.0,-0.0069999999999999,-0.006,-0.0069999999999999,-0.326,-0.1019999999999999,0.222,0.001,19.33,14.7,14.85,14.11,14.46,14.37,14.38,14.37,14.52,14.47,-0.039,0.003,0.001,0.004,0.004,0.01,0.005,0.0069999999999999,3750.0,5273.0,5219.0,5313.0,4500.0,4478.0,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.16,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,15.66,15.88,0.0,14.82,178.1,13.43,2.0,3.531,-1.0,4.415,6.6,4901
2014-10-08 00:01:00,0.0,0.0,0.0,718492.0,62.9,59.9,60.0,0.0,25407.0,315.0,62654.0,683007.0,0.0,0.0,0.0,0.0,0.0,275.5,275.5,276.5,0.0,273.0,0.0,274.0,0.0,275.0,-0.196,13.25,2.0,1.0,0.0,16.56,0.0,21.17,23.75,0.0,-0.0069999999999999,-0.004,-0.0069999999999999,-0.313,-0.1019999999999999,0.2289999999999999,0.004,19.27,14.73,14.89,14.18,14.54,14.37,14.47,14.4,14.63,14.5,-0.0379999999999999,0.002,0.001,0.003,0.004,0.01,0.006,0.006,3750.0,5273.0,5219.0,5313.0,4500.0,4478.0,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0.0,60.15,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,15.65,15.92,0.0,14.85,191.0,11.46,2.0,3.531,-1.0,5.257000000000001,7.4,4901
2014-10-08 00:02:00,0.0,0.0,0.0,718492.0,62.9,59.9,60.0,0.0,25407.0,315.0,62654.0,683007.0,0.0,0.0,0.0,0.0,0.0,275.4,275.5,276.5,0.0,273.0,0.0,274.0,0.0,275.0,0.2089999999999999,13.23,2.0,1.0,0.0,16.56,0.0,21.26,26.82,0.0,-0.0069999999999999,-0.004,-0.0069999999999999,-0.3549999999999999,-0.1019999999999999,0.225,0.005,19.27,14.75,14.93,14.18,14.56,14.43,14.47,14.46,14.66,14.56,-0.0379999999999999,0.002,0.001,0.004,0.004,0.01,0.005,0.0069999999999999,3750.0,5273.0,5219.0,5313.0,4500.0,4478.0,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.37,0.0,60.15,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,15.68,15.93,0.0,14.87,183.0,18.77,2.0,3.531,-1.0,4.412,7.4,4901
2014-10-08 00:03:00,0.0,0.0,0.0,718492.0,62.9,59.9,60.0,0.0,25407.0,315.0,62654.0,683007.0,0.0,0.0,0.0,0.0,0.0,275.5,275.5,276.4,0.0,273.0,0.0,274.0,0.0,275.0,0.0069999999999999,13.72,2.0,3.0,0.0,16.56,0.0,21.22,20.79,0.0,-0.0069999999999999,-0.004,-0.0069999999999999,-0.3549999999999999,-0.1019999999999999,0.223,0.001,19.27,14.82,14.94,14.18,14.56,14.4,14.51,14.46,14.64,14.56,-0.0379999999999999,0.002,0.002,0.003,0.004,0.01,0.006,0.0069999999999999,3750.0,5273.0,5219.0,5313.0,4500.0,4478.0,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.23,0.0,60.13,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,15.67,15.92,0.0,14.87,191.6,11.3,2.0,3.531,-1.0,5.243,7.599999999999999,4901
2014-10-08 00:04:00,0.0,0.0,0.0,718492.0,62.9,59.9,60.0,0.0,25407.0,315.0,62654.0,683007.0,0.0,0.0,0.0,0.0,0.0,276.1,276.1,277.0,0.0,273.8,0.0,274.0,0.0,275.4,0.004,13.72,2.0,3.0,0.0,16.56,0.0,21.21,24.77,0.0,-0.0069999999999999,-0.006,-0.0069999999999999,-0.3549999999999999,-0.1019999999999999,0.223,0.001,19.27,14.78,14.93,14.18,14.56,14.37,14.49,14.46,14.66,14.5,-0.0379999999999999,0.002,0.002,0.003,0.004,0.01,0.006,0.006,3750.0,5273.0,5219.0,5313.0,4500.0,4478.0,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.34,0.0,60.21,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,15.71,15.93,0.0,14.86,176.8,14.56,2.0,3.531,-1.0,3.957,5.4,4901
2014-10-08 00:05:00,0.0,0.0,0.0,718492.0,62.9,59.9,60.0,0.0,25407.0,315.0,62654.0,683007.0,0.0,0.0,0.0,0.0,0.0,276.4,276.3,277.2,0.0,274.0,0.0,274.5,0.0,275.8,0.004,13.72,2.0,3.0,0.0,16.56,0.0,21.26,26.16,0.0,-0.008,-0.0069999999999999,-0.0069999999999999,-0.3549999999999999,-0.1019999999999999,0.223,0.0,19.27,14.75,14.88,14.14,14.51,14.37,14.42,14.4,14.63,14.48,-0.0379999999999999,0.002,0.002,0.003,0.004,0.011,0.006,0.006,3750.0,5273.0,5219.0,5313.0,4500.0,4478.0,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.61,0.0,60.22,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,15.67,15.92,0.0,14.83,192.4,17.58,2.0,3.531,-1.0,3.085,4.7,4901
2014-10-08 00:06:00,0.0,0.0,0.0,718492.0,62.9,59.9,60.0,0.0,25407.0,315.0,62654.0,683007.0,0.0,0.0,0.0,0.0,0.0,276.0,276.0,276.9,0.0,274.0,0.0,274.2,0.0,275.2,0.004,13.72,2.0,3.0,0.0,16.56,0.0,21.27,18.21,0.0,-0.01,-0.0069999999999999,-0.0069999999999999,-0.3549999999999999,-0.1019999999999999,0.223,0.0,19.27,14.71,14.85,14.08,14.46,14.37,14.38,14.37,14.56,14.47,-0.0379999999999999,0.002,0.002,0.003,0.005,0.011,0.005,0.006,3750.0,5273.0,5219.0,5313.0,4500.0,4478.0,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.66,0.0,60.21,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,15.71,15.95,0.0,14.83,191.8,14.26,2.0,3.531,-1.0,4.857,7.7,4901
2014-10-08 00:07:00,0.0,0.0,0.0,718492.0,62.9,59.9,60.0,0.0,25407.0,315.0,62654.0,683007.0,0.0,0.0,0.0,0.0,0.0,275.9,275.8,276.7,0.0,274.0,0.0,274.0,0.0,275.0,0.0069999999999999,13.72,2.0,3.0,0.0,16.57,0.0,21.26,17.14,0.0,-0.01,-0.0069999999999999,-0.0069999999999999,-0.2979999999999999,-0.1019999999999999,0.222,0.0,19.27,14.71,14.94,14.13,14.51,14.37,14.39,14.4,14.53,14.47,-0.0379999999999999,0.002,0.002,0.003,0.004,0.01,0.005,0.0069999999999999,3750.0,5273.0,5219.0,5313.0,4500.0,4478.0,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.57,0.0,60.15,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,15.66,15.92,0.0,14.84,198.5,11.16,2.0,3.531,-1.0,4.972,7.599999999999999,4901
2014-10-08 00:08:00,0.0,0.0,0.0,718492.0,62.9,59.9,60.0,0.0,25407.0,315.0,62654.0,683007.0,0.0,0.0,0.0,0.0,0.0,275.7,275.9,276.7,0.0,274.0,0.0,274.0,0.0,275.0,-0.165,13.25,2.0,1.0,0.0,16.58,0.0,21.27,21.02,0.0,-0.01,-0.0069999999999999,-0.0069999999999999,-0.3549999999999999,-0.1019999999999999,0.226,0.003,19.27,14.75,14.89,14.18,14.53,14.37,14.4,14.38,14.57,14.47,-0.0379999999999999,0.003,0.002,0.003,0.004,0.01,0.006,0.0069999999999999,3750.0,5273.0,5219.0,5313.0,4500.0,4478.0,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.56,0.0,60.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,15.7,15.92,0.0,14.85,175.8,17.72,2.0,3.531,-1.0,4.315,6.1,4901
2014-10-08 00:09:00,0.0,0.0,0.0,718492.0,62.9,59.9,60.0,0.0,25407.0,315.0,62654.0,683007.0,0.0,0.0,0.0,0.0,0.0,275.8,275.8,276.7,0.0,274.0,0.0,274.0,0.0,275.0,0.1459999999999999,13.24,2.0,1.0,0.0,16.59,0.0,21.19,20.25,0.0,-0.01,-0.0069999999999999,-0.0069999999999999,-0.2939999999999999,-0.1019999999999999,0.2269999999999999,0.005,19.19,14.76,14.83,14.16,14.52,14.37,14.39,14.38,14.57,14.47,-0.0379999999999999,0.002,0.002,0.003,0.005,0.01,0.005,0.0069999999999999,3750.0,5273.0,5219.0,5313.0,4500.0,4478.0,3660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.67,0.0,60.15,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,15.69,15.88,0.0,14.83,186.5,22.78,2.0,3.531,-1.0,4.345,6.6,4901
