measured_on,ac_current_other_inv_14538,ac_current_other_inv_14538_2,ac_current_other_inv_14538_3,ac_energy_inv_14538,ac_other_meter_1864,ac_other_meter_1864_2,ac_other_meter_1864_3,ac_power_inv_14538,ac_power_meter_1864,ac_power_meter_1864_2,ac_power_meter_1864_3,ac_power_meter_1864_4,ac_power_meter_1864_5,ac_power_other_meter_1864,ac_power_other_meter_1864_2,ac_power_other_meter_1864_3,ac_power_other_meter_1864_4,ac_voltage_other_inv_14538,ac_voltage_other_inv_14538_2,ac_voltage_other_inv_14538_3,ac_voltage_other_meter_1864,ac_voltage_other_meter_1864_2,ac_voltage_other_meter_1864_3,ac_voltage_other_meter_1864_4,ac_voltage_other_meter_1864_5,ac_voltage_other_meter_1864_6,battery_a_avg__82673,battery_v_min__82672,chgsource_min__82676,chgstate_min__82675,ckbatt_max__82677,cr1000temp_c_avg__82591,dc_power_inv_14538,dc_voltage_other_inv_14538,dc_voltage_other_inv_14538_2,dooropen_min__82592,irradiance_ghi_o_2202,irradiance_poa_o_2203,irradiance_poa_o_2204,irradiance_poa_o_2206,load_a_avg__82674,qloss_ah_max__82678,rtd_c_avg_10__82688,rtd_c_avg_1__82679,rtd_c_avg_2__82680,rtd_c_avg_3__82681,rtd_c_avg_4__82682,rtd_c_avg_5__82683,rtd_c_avg_6__82684,rtd_c_avg_7__82685,rtd_c_avg_8__82686,rtd_c_avg_9__82687,shuntcurrent_a_avg_1__82644,shuntcurrent_a_avg_2__82645,shuntcurrent_a_avg_3__82646,shuntcurrent_a_avg_4__82647,shuntcurrent_a_avg_5__82648,shuntcurrent_a_avg_6__82649,shuntcurrent_a_avg_7__82650,shuntetot_kwh_max_1__82658,shuntetot_kwh_max_2__82659,shuntetot_kwh_max_3__82660,shuntetot_kwh_max_4__82661,shuntetot_kwh_max_5__82662,shuntetot_kwh_max_6__82663,shuntetot_kwh_max_7__82664,shuntpdc_kw_avg_1__82651,shuntpdc_kw_avg_2__82652,shuntpdc_kw_avg_3__82653,shuntpdc_kw_avg_4__82654,shuntpdc_kw_avg_5__82655,shuntpdc_kw_avg_6__82656,shuntpdc_kw_avg_7__82657,system_other_inv_14538,system_other_inv_14538_10,system_other_inv_14538_11,system_other_inv_14538_2,system_other_inv_14538_3,system_other_inv_14538_4,system_other_inv_14538_5,system_other_inv_14538_6,system_other_inv_14538_7,system_other_inv_14538_8,system_other_inv_14538_9,system_other_meter_1864,system_other_meter_1864_2,system_other_meter_1864_3,temperature_ambient_o_2205,temperature_ambient_o_2206,temperature_inverter_inv_14538,temperature_module_o_2206,wind_direction_o_2206,wind_other_o_2206,wind_other_o_2206_2,wind_other_o_2206_3,wind_other_o_2206_4,wind_speed_o_2206,wind_speed_o_2206_2,system_id
2015-06-04 00:00:00,-999.0,-999.0,-999.0,-998654000.0,74.7,59.9,60.0,-999.0,31532.0,464.0,96324.0,1041456.0,0.0,1.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.979,274.0,0.748,274.0,0.921,275.0,0.01,13.8,2.0,3.0,0.0,15.46,-999.0,-999.0,-999.0,0.0,-0.02,-0.0139999999999999,0.444,-0.0379999999999999,0.2129999999999999,0.0,19.98,14.31,14.22,14.13,14.13,14.03,14.14,14.02,14.28,14.12,0.004,0.005,0.004,0.003,0.011,0.006,0.0069999999999999,6040.0,6143.0,6069.0,6022.0,6152.0,5926.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,9.089,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,15.01,14.66,-999.0,13.82,205.5,21.26,2.0,3.53,-1.0,0.405,0.5999999999999999,4902
2015-06-04 00:01:00,-999.0,-999.0,-999.0,-998654000.0,74.7,59.9,60.0,-999.0,31532.0,464.0,96324.0,1041456.0,0.0,1.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.979,274.0,0.748,274.0,0.921,274.8,0.01,13.8,2.0,3.0,0.0,15.46,-999.0,-999.0,-999.0,0.0,-0.02,-0.0139999999999999,0.4179999999999999,-0.0379999999999999,0.2129999999999999,0.0,19.98,14.35,14.24,14.13,14.13,14.03,14.14,14.03,14.26,14.07,0.004,0.005,0.004,0.004,0.011,0.006,0.008,6040.0,6143.0,6069.0,6022.0,6152.0,5926.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,9.076,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,14.98,14.66,-999.0,13.82,18.74,60.94,2.0,3.531,-1.0,0.4149999999999999,0.6999999999999998,4902
2015-06-04 00:02:00,-999.0,-999.0,-999.0,-999.0,74.7,59.9,60.0,-999.0,31532.0,464.0,96324.0,1041456.0,0.0,1.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.979,274.0,0.748,273.9,0.921,274.4,0.01,13.8,2.0,3.0,0.0,15.46,-999.0,-999.0,-999.0,0.0,-0.02,-0.0139999999999999,0.455,-23.82,0.2129999999999999,0.0,19.98,14.41,14.28,14.13,14.13,14.03,14.14,14.03,14.28,14.06,0.004,0.004,0.003,0.004,0.011,0.006,0.0069999999999999,6040.0,6143.0,6069.0,6022.0,6152.0,5926.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,9.05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,14.98,-9.475,-999.0,-10.3,136.0,37.33,2.0,3.531,-1.0,0.576,1.3,4902
2015-06-04 00:03:00,-999.0,-999.0,-999.0,-998654000.0,74.7,59.9,60.0,-999.0,31532.0,464.0,96324.0,1041456.0,0.0,1.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.979,274.0,0.748,274.0,0.921,275.0,0.01,13.8,2.0,3.0,0.0,15.46,-999.0,-999.0,-999.0,0.0,-0.02,-0.0139999999999999,0.4379999999999999,-0.0379999999999999,0.2129999999999999,0.0,20.0,14.41,14.32,14.13,14.13,14.04,14.14,14.03,14.34,14.04,0.004,0.004,0.003,0.005,0.01,0.006,0.008,6040.0,6143.0,6069.0,6022.0,6152.0,5926.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,9.05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,14.98,14.66,-999.0,13.82,166.5,41.88,2.0,3.53,-1.0,0.375,0.8,4902
2015-06-04 00:04:00,-999.0,-999.0,-999.0,-999.0,74.7,59.9,60.0,-999.0,31532.0,464.0,96324.0,1041456.0,0.0,1.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.979,274.0,0.748,274.0,0.921,275.0,0.01,13.8,2.0,3.0,0.0,15.46,-999.0,-999.0,-999.0,0.0,-0.02,-0.0139999999999999,0.46,-25.01,0.2129999999999999,0.0,19.98,14.41,14.32,14.13,14.13,14.06,14.19,14.03,14.37,14.04,0.004,0.003,0.003,0.004,0.01,0.006,0.008,6040.0,6143.0,6069.0,6022.0,6152.0,5926.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,9.05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,14.95,-10.69,-999.0,-11.5,2.487,70.16,2.0,3.53,-1.0,0.2419999999999999,0.5,4902
2015-06-04 00:05:00,-999.0,-999.0,-999.0,-998654000.0,74.7,59.9,60.0,-999.0,31532.0,464.0,96324.0,1041456.0,0.0,1.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.979,274.0,0.748,274.0,0.921,274.8,0.011,13.8,2.0,3.0,0.0,15.46,-999.0,-999.0,-999.0,0.0,-0.02,-0.0139999999999999,0.442,-0.0379999999999999,0.2129999999999999,0.0,19.98,14.41,14.32,14.2,14.13,14.08,14.23,14.03,14.37,14.04,0.004,0.004,0.003,0.003,0.011,0.006,0.008,6040.0,6143.0,6069.0,6022.0,6152.0,5926.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.963,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,14.96,14.62,-999.0,13.84,14.81,52.49,2.0,3.531,-1.0,0.406,0.6999999999999998,4902
2015-06-04 00:06:00,-999.0,-999.0,-999.0,-998654000.0,74.7,59.9,60.0,-999.0,31532.0,464.0,96324.0,1041456.0,0.0,1.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.979,274.0,0.748,273.1,0.921,274.1,0.01,13.79,2.0,3.0,0.0,15.46,-999.0,-999.0,-999.0,0.0,-0.02,-0.0139999999999999,0.421,-0.0379999999999999,0.2129999999999999,0.0,19.89,14.43,14.42,14.23,14.13,14.1,14.23,14.03,14.41,14.13,0.003,0.004,0.004,0.003,0.011,0.006,0.0069999999999999,6040.0,6143.0,6069.0,6022.0,6152.0,5926.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.779999999999998,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,14.97,14.62,-999.0,13.84,36.46,28.96,2.0,3.53,-1.0,0.805,1.2,4902
2015-06-04 00:07:00,-999.0,-999.0,-999.0,-999.0,74.7,59.9,60.0,-999.0,31532.0,464.0,96324.0,1041456.0,0.0,1.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.979,273.9,0.748,273.0,0.921,274.0,0.01,13.8,2.0,3.0,0.0,15.46,-999.0,-999.0,-999.0,0.0,-0.02,-0.0139999999999999,0.4239999999999999,-23.27,0.2129999999999999,0.0,19.88,14.51,14.42,14.23,14.19,14.11,14.23,14.03,14.46,14.14,0.004,0.004,0.004,0.004,0.012,0.005,0.0069999999999999,6040.0,6143.0,6069.0,6022.0,6152.0,5926.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.619,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,14.98,-8.952999999999998,-999.0,-9.714,111.4,82.76999999999998,2.0,3.527,-1.0,0.3489999999999999,0.6999999999999998,4902
2015-06-04 00:08:00,-999.0,-999.0,-999.0,-998654000.0,74.7,59.9,60.0,-999.0,31532.0,464.0,96324.0,1041456.0,0.0,1.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.979,273.9,0.748,273.0,0.921,274.0,0.01,13.8,2.0,3.0,0.0,15.46,-999.0,-999.0,-999.0,0.0,-0.02,-0.0139999999999999,0.452,-0.0379999999999999,0.2129999999999999,0.0,19.88,14.51,14.42,14.3,14.23,14.12,14.29,14.03,14.44,14.14,0.003,0.004,0.002,0.004,0.01,0.006,0.008,6040.0,6143.0,6069.0,6022.0,6152.0,5926.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.51,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,14.97,14.59,-999.0,13.92,43.61,42.36,2.0,3.531,-1.0,0.4309999999999999,0.9,4902
2015-06-04 00:09:00,-999.0,-999.0,-999.0,-998654000.0,74.7,59.9,60.0,-999.0,31532.0,464.0,96324.0,1041456.0,0.0,1.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.979,274.0,0.748,273.0,0.921,274.0,0.01,13.8,2.0,3.0,0.0,15.46,-999.0,-999.0,-999.0,0.0,-0.02,-0.0139999999999999,0.449,-0.0379999999999999,0.2129999999999999,0.0,19.88,14.51,14.42,14.33,14.23,14.13,14.33,14.03,14.44,14.14,0.004,0.003,0.004,0.004,0.012,0.006,0.0069999999999999,6040.0,6143.0,6069.0,6022.0,6152.0,5926.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.383,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,14.98,14.58,-999.0,13.94,25.07,45.54,2.0,3.531,-1.0,0.4579999999999999,0.6999999999999998,4902
2015-06-04 00:10:00,-999.0,-999.0,-999.0,-999.0,74.7,59.9,60.0,-999.0,31532.0,464.0,96324.0,1041456.0,0.0,1.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.979,274.0,0.748,273.0,0.921,274.0,0.011,13.8,2.0,3.0,0.0,15.46,-999.0,-999.0,-999.0,0.0,-0.02,-0.0139999999999999,0.447,-25.01,0.2129999999999999,0.0,19.88,14.51,14.46,14.33,14.23,14.13,14.33,14.04,14.47,14.12,0.003,0.004,0.003,0.003,0.012,0.006,0.008,6040.0,6143.0,6069.0,6022.0,6152.0,5926.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.24,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,14.98,-10.76,-999.0,-11.38,20.6,17.89,2.0,3.531,-1.0,0.435,0.6999999999999998,4902
